item,suite,condition,sentence,targets,competitors,l_maze,critical_region,region_number,freqlog10,len
2011,SVNA-src,mismatch_plural,The guards that embarrassed the executive is playing tennis,The|guards|that|embarrassed|the|executive|is|playing|tennis,x-x-x|gulcts|okay|embartuffed|tha|ematutile|os|sources|oxygen,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.44715803134222|4.15691242570002|0.845098040014257|5.11650480266873|2.13033376849501|4.0678888066854|2.53529412004277|1.60205999132796,3|6|4|11|3|9|2|7|6
2011,SVNA-src,mismatch_sing,The guard that embarrassed the executives are good,The|guard|that|embarrassed|the|executives|are|good,x-x-x|guoys|okay|embartuffed|tha|emituticed|ags|sun,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.02530586526477|4.15691242570002|0.845098040014257|5.11650480266873|1.23044892137827|3.67348169707335|2.65224634100332,3|5|4|11|3|10|3|4
2012,SVNA-src,match_plural,The clerks that disguised the author are good,The|clerks|that|disguised|the|author|are|good,x-x-x|clelts|frat|dishoosed|nor|awbror|ams|lose,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1|4.15691242570002|1.23044892137827|5.11650480266873|2.23552844690755|3.67348169707335|2.65224634100332,3|6|4|9|3|6|3|4
2012,SVNA-src,match_sing,The clerk that disguised the authors is good,The|clerk|that|disguised|the|authors|is|good,x-x-x|clerd|frat|dishoosed|nor|aublars|os|lose,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.14612803567824|4.15691242570002|1.23044892137827|5.11650480266873|1.99122607569249|4.0678888066854|2.65224634100332,3|5|4|9|3|7|2|4
2012,SVNA-src,mismatch_plural,The clerks that disguised the author is good,The|clerks|that|disguised|the|author|is|good,x-x-x|clelts|frat|dishoosed|nor|awbror|os|lose,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1|4.15691242570002|1.23044892137827|5.11650480266873|2.23552844690755|4.0678888066854|2.65224634100332,3|6|4|9|3|6|2|4
2012,SVNA-src,mismatch_sing,The clerk that disguised the authors are good,The|clerk|that|disguised|the|authors|are|good,x-x-x|clerd|frat|dishoosed|nor|aublars|ams|lose,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.14612803567824|4.15691242570002|1.23044892137827|5.11650480266873|1.99122607569249|3.67348169707335|2.65224634100332,3|5|4|9|3|7|3|4
2013,SVNA-src,match_plural,The architects that hated the pilot are good,The|architects|that|hated|the|pilot|are|good,x-x-x|arquitorne|oh|reads|us|pirat|ank|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.36172783601759|4.15691242570002|1.11394335230684|5.11650480266873|2.01703333929878|3.67348169707335|2.65224634100332,3|10|4|5|3|5|3|4
2013,SVNA-src,match_sing,The architect that hated the pilots is good,The|architect|that|hated|the|pilots|is|good,x-x-x|arquitorm|oh|reads|us|pirats|os|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.64345267648619|4.15691242570002|1.11394335230684|5.11650480266873|1.66275783168157|4.0678888066854|2.65224634100332,3|9|4|5|3|6|2|4
2013,SVNA-src,mismatch_plural,The architects that hated the pilot is good,The|architects|that|hated|the|pilot|is|good,x-x-x|arquitorne|oh|reads|us|pirat|os|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.36172783601759|4.15691242570002|1.11394335230684|5.11650480266873|2.01703333929878|4.0678888066854|2.65224634100332,3|10|4|5|3|5|2|4
2013,SVNA-src,mismatch_sing,The architect that hated the pilots are good,The|architect|that|hated|the|pilots|are|good,x-x-x|arquitorm|oh|reads|us|pirats|ank|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.64345267648619|4.15691242570002|1.11394335230684|5.11650480266873|1.66275783168157|3.67348169707335|2.65224634100332,3|9|4|5|3|6|3|4
2014,SVNA-src,match_plural,The athletes that admired the doctor bring good feelings,The|athletes|that|admired|the|doctor|bring|good|feelings,x-x-x|arelerds|yeah|adsared|ble|pector|brint|hell|commerce,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.02118929906994|4.15691242570002|1.30102999566398|5.11650480266873|1.68124123737559|2.04532297878666|2.65224634100332|1.92427928606188,3|8|4|7|3|6|5|4|8
2014,SVNA-src,match_sing,The athlete that admired the doctors brings good feelings,The|athlete|that|admired|the|doctors|brings|good|feelings,x-x-x|arelene|yeah|adsared|ble|puctors|grings|hell|commerce,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.54406804435028|4.15691242570002|1.30102999566398|5.11650480266873|1.38021124171161|1.50514997831991|2.65224634100332|1.92427928606188,3|7|4|7|3|7|6|4|8
2014,SVNA-src,mismatch_plural,The athletes that admired the doctor brings good feelings,The|athletes|that|admired|the|doctor|brings|good|feelings,x-x-x|arelerds|yeah|adsared|ble|pector|grings|hell|commerce,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.02118929906994|4.15691242570002|1.30102999566398|5.11650480266873|1.68124123737559|1.50514997831991|2.65224634100332|1.92427928606188,3|8|4|7|3|6|6|4|8
2014,SVNA-src,mismatch_sing,The athlete that admired the doctors bring good feelings,The|athlete|that|admired|the|doctors|bring|good|feelings,x-x-x|arelene|yeah|adsared|ble|puctors|brint|hell|commerce,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.54406804435028|4.15691242570002|1.30102999566398|5.11650480266873|1.38021124171161|2.04532297878666|2.65224634100332|1.92427928606188,3|7|4|7|3|7|5|4|8
2015,SVNA-src,match_plural,The actors that hurt the farmer interest people,The|actors|that|hurt|the|farmer|interest|people,x-x-x|awbors|wrat|huys|okay|fireer|uncerers|letter,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.05307844348342|4.15691242570002|1.49136169383427|5.11650480266873|1.25527250510331|2.32014628611105|3.0068937079479,3|6|4|4|3|6|8|6
2015,SVNA-src,match_sing,The actor that hurt the farmers interests people,The|actor|that|hurt|the|farmers|interests|people,x-x-x|abbor|wrat|huys|okay|fireers|emcerests|letter,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.24797326636181|4.15691242570002|1.49136169383427|5.11650480266873|1.64345267648619|1.78532983501077|3.0068937079479,3|5|4|4|3|7|9|6
2015,SVNA-src,mismatch_plural,The actors that hurt the farmer interests people,The|actors|that|hurt|the|farmer|interests|people,x-x-x|awbors|wrat|huys|okay|fireer|emcerests|letter,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.05307844348342|4.15691242570002|1.49136169383427|5.11650480266873|1.25527250510331|1.78532983501077|3.0068937079479,3|6|4|4|3|6|9|6
2015,SVNA-src,mismatch_sing,The actor that hurt the farmers interest people,The|actor|that|hurt|the|farmers|interest|people,x-x-x|abbor|wrat|huys|okay|fireers|uncerers|letter,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.24797326636181|4.15691242570002|1.49136169383427|5.11650480266873|1.64345267648619|2.32014628611105|3.0068937079479,3|5|4|4|3|7|8|6
2016,SVNA-src,match_plural,The ministers that injured the manager know tennis,The|ministers|that|injured|the|manager|know|tennis,x-x-x|sinintess|anti|inyored|fre|sunayer|knaw|atomic,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.57978359661681|4.15691242570002|1.73239375982297|5.11650480266873|2.47856649559384|2.29225607135648|1.60205999132796,3|9|4|7|3|7|4|6
2016,SVNA-src,match_sing,The minister that injured the managers knows many people,The|minister|that|injured|the|managers|knows|many|people,x-x-x|sininder|anti|inyored|fre|sunacers|knone|park|window,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.25767857486918|4.15691242570002|1.73239375982297|5.11650480266873|1.30102999566398|1.51851393987789|3.16076856186113|3.0068937079479,3|8|4|7|3|8|5|4|6
2016,SVNA-src,mismatch_plural,The ministers that injured the manager knows tennis,The|ministers|that|injured|the|manager|knows|tennis,x-x-x|sinintess|anti|inyored|fre|sunayer|knone|atomic,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.57978359661681|4.15691242570002|1.73239375982297|5.11650480266873|2.47856649559384|1.51851393987789|1.60205999132796,3|9|4|7|3|7|5|6
2016,SVNA-src,mismatch_sing,The minister that injured the managers know many people,The|minister|that|injured|the|managers|know|many|people,x-x-x|sininder|anti|inyored|fre|sunacers|knaw|park|window,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.25767857486918|4.15691242570002|1.73239375982297|5.11650480266873|1.30102999566398|2.29225607135648|3.16076856186113|3.0068937079479,3|8|4|7|3|8|4|4|6
2017,SVNA-src,match_plural,The taxi drivers that ignored the customer like tennis,The|taxi|drivers|that|ignored|the|customer|like|tennis,x-x-x|foxi|context|holy|phoenix|thi|cettower|loke|thirds,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|2|3|4|5|6|7|8,5.11650480266873|1.39794000867204|1.66275783168157|4.15691242570002|1.56820172406699|5.11650480266873|1.25527250510331|3.03181227133037|1.60205999132796,3|4|7|4|7|3|8|4|6
2017,SVNA-src,match_sing,The taxi driver that ignored the customers likes to gamble,The|taxi|driver|that|ignored|the|customers|likes|to|gamble,x-x-x|foxi|empire|holy|phoenix|thi|cettowers|lokes|anti|genome,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|2|3|4|5|6|7|8|8,5.11650480266873|1.39794000867204|1.78532983501077|4.15691242570002|1.56820172406699|5.11650480266873|1.30102999566398|1.27875360095283|4.59683891382516|0.698970004336019,3|4|6|4|7|3|9|5|2|6
2017,SVNA-src,mismatch_plural,The taxi drivers that ignored the customer likes tennis,The|taxi|drivers|that|ignored|the|customer|likes|tennis,x-x-x|foxi|context|holy|phoenix|thi|cettower|lokes|thirds,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|2|3|4|5|6|7|8,5.11650480266873|1.39794000867204|1.66275783168157|4.15691242570002|1.56820172406699|5.11650480266873|1.25527250510331|1.27875360095283|1.60205999132796,3|4|7|4|7|3|8|5|6
2017,SVNA-src,mismatch_sing,The taxi driver that ignored the customers like to gamble,The|taxi|driver|that|ignored|the|customers|like|to|gamble,x-x-x|foxi|empire|holy|phoenix|thi|cettowers|loke|anti|genome,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|2|3|4|5|6|7|8|8,5.11650480266873|1.39794000867204|1.78532983501077|4.15691242570002|1.56820172406699|5.11650480266873|1.30102999566398|3.03181227133037|4.59683891382516|0.698970004336019,3|4|6|4|7|3|9|4|2|6
2018,SVNA-src,match_plural,The secretaries that embarrassed the officer enjoy tennis,The|secretaries|that|embarrassed|the|officer|enjoy|tennis,x-x-x|polmetaries|cent|concentrate|tho|uscicer|enyom|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|0|4.15691242570002|0.845098040014257|5.11650480266873|2.22530928172586|1.53147891704226|1.60205999132796,3|11|4|11|3|7|5|6
2018,SVNA-src,match_sing,The secretary that embarrassed the officers enjoys playing tennis,The|secretary|that|embarrassed|the|officers|enjoys|playing|tennis,x-x-x|polmetary|cent|concentrate|tho|uscicers|enjude|realize|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.10037054511756|4.15691242570002|0.845098040014257|5.11650480266873|2.30102999566398|1.04139268515823|2.53529412004277|1.60205999132796,3|9|4|11|3|8|6|7|6
2018,SVNA-src,mismatch_plural,The secretaries that embarrassed the officer enjoys tennis,The|secretaries|that|embarrassed|the|officer|enjoys|tennis,x-x-x|polmetaries|cent|concentrate|tho|uscicer|enjude|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|0|4.15691242570002|0.845098040014257|5.11650480266873|2.22530928172586|1.04139268515823|1.60205999132796,3|11|4|11|3|7|6|6
2018,SVNA-src,mismatch_sing,The secretary that embarrassed the officers enjoy playing tennis,The|secretary|that|embarrassed|the|officers|enjoy|playing|tennis,x-x-x|polmetary|cent|concentrate|tho|uscicers|enyom|realize|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.10037054511756|4.15691242570002|0.845098040014257|5.11650480266873|2.30102999566398|1.53147891704226|2.53529412004277|1.60205999132796,3|9|4|11|3|8|5|7|6
2019,SVNA-src,match_plural,The executives that disguised the teacher are good,The|executives|that|disguised|the|teacher|are|good,x-x-x|emituticed|okay|reprinted|nor|foucher|ags|cent,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.23044892137827|4.15691242570002|1.23044892137827|5.11650480266873|1.88649072517248|3.67348169707335|2.65224634100332,3|10|4|9|3|7|3|4
2019,SVNA-src,match_sing,The executive that disguised the teachers is good,The|executive|that|disguised|the|teachers|is|good,x-x-x|ematutile|okay|reprinted|nor|leechers|os|cent,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.13033376849501|4.15691242570002|1.23044892137827|5.11650480266873|1.65321251377534|4.0678888066854|2.65224634100332,3|9|4|9|3|8|2|4
2019,SVNA-src,mismatch_plural,The executives that disguised the teacher is good,The|executives|that|disguised|the|teacher|is|good,x-x-x|emituticed|okay|reprinted|nor|foucher|os|cent,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.23044892137827|4.15691242570002|1.23044892137827|5.11650480266873|1.88649072517248|4.0678888066854|2.65224634100332,3|10|4|9|3|7|2|4
2019,SVNA-src,mismatch_sing,The executive that disguised the teachers are good,The|executive|that|disguised|the|teachers|are|good,x-x-x|ematutile|okay|reprinted|nor|leechers|ags|cent,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.13033376849501|4.15691242570002|1.23044892137827|5.11650480266873|1.65321251377534|3.67348169707335|2.65224634100332,3|9|4|9|3|8|3|4
3001,NPL-any-orc,neg_neg,No author that no senators liked has had any success,No|author|that|no|senators|liked|has|had|any|success,x-x-x|awbror|cool|yeah|senalist|loked|foot|jack|edy|eastern,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,3.14550717140966|2.23552844690755|4.15691242570002|3.14550717140966|1.34242268082221|1.7160033436348|3.5219222448835|3.75648396444261|2.89597473235906|2.53529412004277,2|6|4|2|8|5|3|3|3|7
3001,NPL-any-orc,neg_pos,No author that the senators liked has had any success,No|author|that|the|senators|liked|has|had|any|success,x-x-x|awbror|cool|her|senalist|loked|foot|jack|edy|eastern,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,3.14550717140966|2.23552844690755|4.15691242570002|5.11650480266873|1.34242268082221|1.7160033436348|3.5219222448835|3.75648396444261|2.89597473235906|2.53529412004277,2|6|4|3|8|5|3|3|3|7
3001,NPL-any-orc,pos_neg,The author that no senators liked has had any success,The|author|that|no|senators|liked|has|had|any|success,x-x-x|awbror|cool|yeah|senalist|loked|foot|jack|edy|eastern,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,5.11650480266873|2.23552844690755|4.15691242570002|3.14550717140966|1.34242268082221|1.7160033436348|3.5219222448835|3.75648396444261|2.89597473235906|2.53529412004277,3|6|4|2|8|5|3|3|3|7
3001,NPL-any-orc,pos_pos,The author that the senators liked has had any success,The|author|that|the|senators|liked|has|had|any|success,x-x-x|awbror|cool|her|senalist|loked|foot|jack|edy|eastern,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,5.11650480266873|2.23552844690755|4.15691242570002|5.11650480266873|1.34242268082221|1.7160033436348|3.5219222448835|3.75648396444261|2.89597473235906|2.53529412004277,3|6|4|3|8|5|3|3|3|7
3002,NPL-any-orc,neg_neg,No pilot that no consultants praised has shown any courage,No|pilot|that|no|consultants|praised|has|shown|any|courage,x-x-x|pirat|cent|thus|everlasting|painful|har|chown|edy|grocery,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,3.14550717140966|2.01703333929878|4.15691242570002|3.14550717140966|0.845098040014257|2.43136376415899|3.5219222448835|2.33645973384853|2.89597473235906|1.43136376415899,2|5|4|2|11|7|3|5|3|7
3002,NPL-any-orc,neg_pos,No pilot that the consultants praised has shown any courage,No|pilot|that|the|consultants|praised|has|shown|any|courage,x-x-x|pirat|cent|why|everlasting|painful|har|chown|edy|grocery,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,3.14550717140966|2.01703333929878|4.15691242570002|5.11650480266873|0.845098040014257|2.43136376415899|3.5219222448835|2.33645973384853|2.89597473235906|1.43136376415899,2|5|4|3|11|7|3|5|3|7
3002,NPL-any-orc,pos_neg,The pilot that no consultants praised has shown any courage,The|pilot|that|no|consultants|praised|has|shown|any|courage,x-x-x|pirat|cent|thus|everlasting|painful|har|chown|edy|grocery,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,5.11650480266873|2.01703333929878|4.15691242570002|3.14550717140966|0.845098040014257|2.43136376415899|3.5219222448835|2.33645973384853|2.89597473235906|1.43136376415899,3|5|4|2|11|7|3|5|3|7
3002,NPL-any-orc,pos_pos,The pilot that the consultants praised has shown any courage,The|pilot|that|the|consultants|praised|has|shown|any|courage,x-x-x|pirat|cent|why|everlasting|painful|har|chown|edy|grocery,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,5.11650480266873|2.01703333929878|4.15691242570002|5.11650480266873|0.845098040014257|2.43136376415899|3.5219222448835|2.33645973384853|2.89597473235906|1.43136376415899,3|5|4|3|11|7|3|5|3|7
3003,NPL-any-orc,neg_neg,No surgeon that no guards hated has known any setback,No|surgeon|that|no|guards|hated|has|known|any|setback,x-x-x|surbett|cent|yeah|gulcts|taled|i|click|edy|sedband,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,3.14550717140966|1.23044892137827|4.15691242570002|3.14550717140966|1.44715803134222|1.11394335230684|3.5219222448835|3.10037054511756|2.89597473235906|0.778151250383644,2|7|4|2|6|5|3|5|3|7
3003,NPL-any-orc,neg_pos,No surgeon that the guards hated has known any setback,No|surgeon|that|the|guards|hated|has|known|any|setback,x-x-x|surbett|cent|else|gulcts|taled|i|click|edy|sedband,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,3.14550717140966|1.23044892137827|4.15691242570002|5.11650480266873|1.44715803134222|1.11394335230684|3.5219222448835|3.10037054511756|2.89597473235906|0.778151250383644,2|7|4|3|6|5|3|5|3|7
3003,NPL-any-orc,pos_neg,The surgeon that no guards hated has known any setback,The|surgeon|that|no|guards|hated|has|known|any|setback,x-x-x|surbett|cent|yeah|gulcts|taled|i|click|edy|sedband,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,5.11650480266873|1.23044892137827|4.15691242570002|3.14550717140966|1.44715803134222|1.11394335230684|3.5219222448835|3.10037054511756|2.89597473235906|0.778151250383644,3|7|4|2|6|5|3|5|3|7
3003,NPL-any-orc,pos_pos,The surgeon that the guards hated has known any setback,The|surgeon|that|the|guards|hated|has|known|any|setback,x-x-x|surbett|cent|else|gulcts|taled|i|click|edy|sedband,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,5.11650480266873|1.23044892137827|4.15691242570002|5.11650480266873|1.44715803134222|1.11394335230684|3.5219222448835|3.10037054511756|2.89597473235906|0.778151250383644,3|7|4|3|6|5|3|5|3|7
3004,NPL-any-orc,neg_neg,No farmer that no clerks discussed has had any luck,No|farmer|that|no|clerks|discussed|has|had|any|luck,x-x-x|fireer|wrat|why|clerns|satellite|ha|miss|edy|lady,FALSE|TRUE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|7|8|9,3.14550717140966|1.25527250510331|4.15691242570002|3.14550717140966|1|1.90848501887865|3.5219222448835|3.75648396444261|2.89597473235906|1.04139268515823,2|6|4|2|6|9|3|3|3|4
